origin_zone,origin_zone_name,origin_prefecture_code,destination_zone,destination_zone_name,destination_prefecture_code,estimated_movements_per_weekday,rounded_movements_per_weekday,source,year,coverage,zone_level,value_status,business_private_movements,return_home_movements,return_allocation_fraction,unknown_purpose_omitted
mlit207:101,前橋・高崎,10,mlit207:11,旭川,01,2,2,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:111,浦和,11,5458,5458,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:112,川越,11,4105,4105,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:113,児玉・大里,11,20710,20710,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:114,秩父,11,1549,1549,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:12,北網走,01,38,38,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:121,千葉,12,332,332,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:122,船橋,12,1339,1339,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:123,安房・君津,12,56,56,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:124,成田,12,358,358,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:13,稚内,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:131,23区,13,7699,7699,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:132,多摩,13,1774,1774,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:133,大島,13,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:14,留萌,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:141,横浜,14,943,943,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:142,川崎,14,591,591,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:143,相模原,14,1235,1235,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:144,小田原,14,119,119,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:15,紋別,01,8,8,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:151,新潟,15,351,351,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:152,長岡,15,421,421,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:153,上越,15,269,269,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:154,三条・燕,15,112,112,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:155,魚沼,15,269,269,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:156,村上,15,31,31,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:157,佐渡,15,2,2,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:16,名士,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:161,富山,16,125,125,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:162,高岡,16,41,41,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:163,新川,16,8,8,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:164,砺波,16,12,12,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:17,富良野,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:171,加賀,17,147,147,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:172,能登中部,17,15,15,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:173,能登北部,17,4,4,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:181,嶺北,18,33,33,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:182,南越,18,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:183,嶺南,18,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:191,国中,19,260,260,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:192,郡内,19,207,207,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:193,峡北,19,52,52,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:201,長野,20,688,688,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:202,松本,20,393,393,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:203,上田,20,2914,2914,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:204,飯田,20,17,17,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:205,諏訪・伊那,20,143,143,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:21,青森,02,21,21,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:211,岐阜,21,25,25,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:212,大垣,21,32,32,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:213,東濃,21,16,16,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:214,可茂,21,5,5,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:215,飛騨,21,75,75,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:22,南部,02,26,26,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:221,中部,22,89,89,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:222,西部,22,81,81,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:223,東部,22,255,255,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:23,津軽,02,33,33,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:231,名古屋,23,132,132,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:232,東三河,23,2,2,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:233,豊田,23,213,213,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:24,下北,02,11,11,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:241,中南勢,24,5,5,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:242,北勢,24,6,6,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:243,伊勢志摩,24,89,89,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:244,伊賀,24,8,8,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:245,東紀州,24,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:251,南部,25,38,38,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:252,東北部,25,8,8,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:253,中部,25,21,21,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:261,京都,26,103,103,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:262,宇治,26,13,13,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:263,北部,26,14,14,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:264,亀岡,26,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:265,南部,26,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:271,大阪,27,192,192,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:272,堺,27,37,37,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:273,東大阪,27,62,62,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:274,豊中,27,88,88,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:281,神戸,28,31,31,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:282,尼崎,28,7,7,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:283,播磨,28,11,11,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:284,但馬,28,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:285,淡路,28,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:286,丹波,28,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:291,奈良,29,3,3,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:292,南和,29,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:301,和歌山,30,7,7,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:302,田辺,30,10,10,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:303,新宮,30,6,6,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:31,盛岡,03,54,54,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:311,東部,31,4,4,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:312,西部,31,2,2,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:313,中部,31,1,1,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:32,北上中部,03,40,40,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:321,松江,32,2,2,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:322,出雲,32,9,9,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:323,益田,32,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:324,浜田,32,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:325,大田,32,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:33,両磐,03,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:331,県南,33,43,43,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:332,津山,33,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:34,宮古,03,12,12,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:341,広島,34,40,40,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:342,備後,34,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:343,備北,34,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:35,釜石・大船渡,03,9,9,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:351,山口,35,10,10,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:352,下関,35,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:353,宇部,35,1,1,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:354,岩国,35,2,2,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:355,徳山,35,9,9,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:356,萩,35,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:361,徳島,36,1,1,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:362,三好,36,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:363,南部,36,6,6,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:371,香川東部,37,9,9,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:372,香川西部,37,7,7,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:381,松山,38,24,24,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:382,新居浜・西条,38,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:383,今治,38,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:384,宇和島,38,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:385,八幡浜・大洲,38,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:391,中央,39,6,6,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:392,幡多,39,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:393,高幡,39,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:394,安芸,39,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:401,福岡,40,51,51,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:402,北九州,40,21,21,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:403,久留米・大牟田,40,90,90,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:404,筑豊,40,7,7,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:41,仙台,04,123,123,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:411,佐賀,41,2,2,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:412,唐津,41,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:413,伊万里・北松,41,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:42,石巻,04,6,6,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:421,長崎,42,5,5,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:422,佐世保,42,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:423,五島,42,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
